Strain,Accession ID,Collection date,lineage,scorpio_call,Location
hCoV-19/USA/AK-PHL18351/2022,EPI_ISL_11018345,2/24/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18354/2022,EPI_ISL_11018346,2/23/2022,BA.1.1,Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL18355/2022,EPI_ISL_11018347,2/22/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18356/2022,EPI_ISL_11018348,2/22/2022,BA.1.1,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL18357/2022,EPI_ISL_11018349,2/22/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18359/2022,EPI_ISL_11018350,2/23/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-CDC-LC0559408/2022,EPI_ISL_11033801,2/26/2022,BA.2.7,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0560675/2022,EPI_ISL_11035893,3/1/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0560653/2022,EPI_ISL_11035895,3/1/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-PHL18178/2022,EPI_ISL_11048754,2/16/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18207/2022,EPI_ISL_11048755,2/16/2022,BA.1.1,Probable Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL18235/2022,EPI_ISL_11048756,2/23/2022,BA.1.1,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-CDC-ASC210756167/2022,EPI_ISL_11089841,3/4/2022,BA.1.15,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-2-5699093/2022,EPI_ISL_11101266,2/2/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-2-5699192/2022,EPI_ISL_11101267,2/2/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-2-5699199/2022,EPI_ISL_11101281,2/3/2022,BA.1.14,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-2-5699092/2022,EPI_ISL_11101284,2/4/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-2-5699200/2022,EPI_ISL_11101309,2/7/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-2-5699154/2022,EPI_ISL_11101315,2/7/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-2-5699073/2022,EPI_ISL_11101318,2/7/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-2-5699169/2022,EPI_ISL_11101337,2/8/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S13768/2022,EPI_ISL_11132334,2/14/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S13769/2022,EPI_ISL_11132335,2/14/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S13770/2022,EPI_ISL_11132336,2/14/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S13771/2022,EPI_ISL_11132337,2/14/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S13772/2022,EPI_ISL_11132338,2/14/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S13773/2022,EPI_ISL_11132339,2/14/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S13774/2022,EPI_ISL_11132340,2/14/2022,BA.1.1.18,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S13775/2022,EPI_ISL_11132341,2/14/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S13776/2022,EPI_ISL_11132342,2/14/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S13777/2022,EPI_ISL_11132343,2/14/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-ASU53130/2022,EPI_ISL_11139990,1/14/2022,BA.1.15,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-CDC-ASC210757754/2022,EPI_ISL_11178337,3/7/2022,BA.2,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210757953/2022,EPI_ISL_11178641,3/8/2022,BA.2,Omicron (Unassigned),Unspecified
hCoV-19/USA/AK-PHL18548/2022,EPI_ISL_11255184,2/28/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18549/2022,EPI_ISL_11255185,2/28/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18550/2022,EPI_ISL_11255186,2/21/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18551/2022,EPI_ISL_11255187,2/23/2022,BA.1.1,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL18552/2022,EPI_ISL_11255188,2/27/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18554/2022,EPI_ISL_11255189,2/28/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18555/2022,EPI_ISL_11255190,2/28/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18556/2022,EPI_ISL_11255191,2/28/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18558/2022,EPI_ISL_11255192,2/23/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18559/2022,EPI_ISL_11255193,2/23/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18562/2022,EPI_ISL_11255194,2/21/2022,BA.1.1,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL18565/2022,EPI_ISL_11255195,2/21/2022,BA.1.20,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL18567/2022,EPI_ISL_11255196,2/23/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18570/2022,EPI_ISL_11255197,3/1/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18572/2022,EPI_ISL_11255198,3/1/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18574/2022,EPI_ISL_11255199,3/1/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18578/2022,EPI_ISL_11255200,3/1/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18580/2022,EPI_ISL_11255201,2/28/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18581/2022,EPI_ISL_11255202,2/28/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18582/2022,EPI_ISL_11255203,2/27/2022,BA.2,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18583/2022,EPI_ISL_11255204,2/28/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18584/2022,EPI_ISL_11255205,2/28/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18587/2022,EPI_ISL_11255206,2/28/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18588/2022,EPI_ISL_11255207,2/28/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18589/2022,EPI_ISL_11255208,2/28/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18592/2022,EPI_ISL_11255209,3/1/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18593/2022,EPI_ISL_11255210,2/26/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18596/2022,EPI_ISL_11255211,3/3/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18597/2022,EPI_ISL_11255212,2/27/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18599/2022,EPI_ISL_11255213,3/2/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18600/2022,EPI_ISL_11255214,3/3/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18601/2022,EPI_ISL_11255215,3/3/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18602/2022,EPI_ISL_11255216,3/1/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18603/2022,EPI_ISL_11255217,3/1/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18604/2022,EPI_ISL_11255218,3/3/2022,BA.1.15,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18606/2022,EPI_ISL_11255219,3/3/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18608/2022,EPI_ISL_11255220,3/1/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18610/2022,EPI_ISL_11255221,2/27/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18611/2022,EPI_ISL_11255222,3/3/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18612/2022,EPI_ISL_11255223,3/3/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18613/2022,EPI_ISL_11255224,2/26/2022,BA.1.1,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL18615/2022,EPI_ISL_11255225,2/26/2022,BA.1.1.18,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL18616/2022,EPI_ISL_11255226,2/28/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18617/2022,EPI_ISL_11255227,2/27/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18618/2022,EPI_ISL_11255228,3/2/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18619/2022,EPI_ISL_11255229,2/26/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18620/2022,EPI_ISL_11255230,2/26/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18622/2022,EPI_ISL_11255231,3/3/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18623/2022,EPI_ISL_11255232,3/1/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18624/2022,EPI_ISL_11255233,2/26/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18625/2022,EPI_ISL_11255234,2/27/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18626/2022,EPI_ISL_11255235,2/26/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18627/2022,EPI_ISL_11255236,2/26/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18628/2022,EPI_ISL_11255237,2/26/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18630/2022,EPI_ISL_11255238,3/3/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18635/2022,EPI_ISL_11255239,3/1/2022,BA.1.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL18636/2022,EPI_ISL_11255240,2/4/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18637/2022,EPI_ISL_11255241,3/3/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18638/2022,EPI_ISL_11255242,3/3/2022,BA.1.15,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18639/2022,EPI_ISL_11255243,2/27/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18641/2022,EPI_ISL_11255244,2/16/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18454/2022,EPI_ISL_11255245,2/22/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18455/2022,EPI_ISL_11255246,2/22/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18458/2022,EPI_ISL_11255247,2/22/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18460/2022,EPI_ISL_11255248,2/22/2022,BA.1.1.18,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18463/2022,EPI_ISL_11255249,2/24/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18464/2022,EPI_ISL_11255250,2/24/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18466/2022,EPI_ISL_11255251,2/24/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18467/2022,EPI_ISL_11255252,2/24/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18468/2022,EPI_ISL_11255253,2/23/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18469/2022,EPI_ISL_11255254,2/23/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18474/2022,EPI_ISL_11255255,2/23/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18475/2022,EPI_ISL_11255256,2/23/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18476/2022,EPI_ISL_11255257,2/22/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18477/2022,EPI_ISL_11255258,2/22/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18478/2022,EPI_ISL_11255259,2/22/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18480/2022,EPI_ISL_11255260,2/22/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18484/2022,EPI_ISL_11255261,2/22/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18485/2022,EPI_ISL_11255262,2/22/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18486/2022,EPI_ISL_11255263,2/22/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18488/2022,EPI_ISL_11255264,2/27/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18489/2022,EPI_ISL_11255265,2/27/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18491/2022,EPI_ISL_11255266,2/27/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18493/2022,EPI_ISL_11255267,2/23/2022,BA.1.1.18,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18494/2022,EPI_ISL_11255268,2/27/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18496/2022,EPI_ISL_11255269,2/27/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18497/2022,EPI_ISL_11255270,2/23/2022,BA.1.1.18,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18502/2022,EPI_ISL_11255271,2/27/2022,BA.1.15,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18504/2022,EPI_ISL_11255272,1/14/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18506/2022,EPI_ISL_11255273,2/25/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18508/2022,EPI_ISL_11255274,2/23/2022,BA.1.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL18509/2022,EPI_ISL_11255275,2/24/2022,BA.1.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL18510/2022,EPI_ISL_11255276,3/2/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18511/2022,EPI_ISL_11255277,2/26/2022,BA.2,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18512/2022,EPI_ISL_11255278,2/26/2022,BA.2,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18515/2022,EPI_ISL_11255279,3/1/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18516/2022,EPI_ISL_11255280,3/1/2022,BA.1.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL18518/2022,EPI_ISL_11255281,2/28/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18521/2022,EPI_ISL_11255282,2/28/2022,BA.1.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL18522/2022,EPI_ISL_11255283,2/28/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18523/2022,EPI_ISL_11255284,3/2/2022,BA.1.1,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL18525/2022,EPI_ISL_11255285,3/2/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18526/2022,EPI_ISL_11255286,3/2/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18527/2022,EPI_ISL_11255287,3/2/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18528/2022,EPI_ISL_11255288,3/1/2022,BA.1.1,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL18531/2022,EPI_ISL_11255289,3/2/2022,BA.1.1,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL18533/2022,EPI_ISL_11255290,3/2/2022,BA.1.1,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL18535/2022,EPI_ISL_11255291,2/28/2022,BA.1.1,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL18537/2022,EPI_ISL_11255292,3/2/2022,BA.1.1,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL18538/2022,EPI_ISL_11255293,3/2/2022,BA.1.1,Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL18539/2022,EPI_ISL_11255294,2/28/2022,BA.1.1,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL18540/2022,EPI_ISL_11255295,3/4/2022,BA.1.1,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL18541/2022,EPI_ISL_11255296,2/23/2022,BA.1.1,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL18542/2022,EPI_ISL_11255297,2/25/2022,BA.1.1,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL18543/2022,EPI_ISL_11255298,2/25/2022,BA.1.1,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL18544/2022,EPI_ISL_11255299,2/24/2022,BA.1.1,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL18545/2022,EPI_ISL_11255300,2/24/2022,BA.1.1.18,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL18546/2022,EPI_ISL_11255301,2/24/2022,BA.1.1,Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-CDC-LC0561863/2022,EPI_ISL_11350509,2/27/2022,BA.2.9,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0561826/2022,EPI_ISL_11350510,2/27/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0561812/2022,EPI_ISL_11350513,2/27/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-LC0561589/2022,EPI_ISL_11350569,3/1/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-LC0561618/2022,EPI_ISL_11350571,3/1/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-LC0561588/2022,EPI_ISL_11350598,3/2/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-LC0561615/2022,EPI_ISL_11350600,3/2/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0561591/2022,EPI_ISL_11350673,3/3/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0563216/2022,EPI_ISL_11351022,3/6/2022,BA.1.15,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-LC0563245/2022,EPI_ISL_11351023,3/6/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0563272/2022,EPI_ISL_11351024,3/6/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0563636/2022,EPI_ISL_11351837,3/9/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0563641/2022,EPI_ISL_11352127,3/10/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0563250/2022,EPI_ISL_11352286,3/11/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0563251/2022,EPI_ISL_11352287,3/11/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-LC0563212/2022,EPI_ISL_11352288,3/11/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0563234/2022,EPI_ISL_11352473,3/13/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210758119/2022,EPI_ISL_11352761,3/9/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-ASU55511/2022,EPI_ISL_11406607,1/3/2022,BA.1.20,Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-CDC-ASC210734892/2022,EPI_ISL_11489483,3/14/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210846089/2022,EPI_ISL_11491093,3/18/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-QDX34746802/2022,EPI_ISL_11498454,3/10/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0565828/2022,EPI_ISL_11528746,3/12/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-LC0565836/2022,EPI_ISL_11530405,3/15/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0565833/2022,EPI_ISL_11530546,3/16/2022,BA.2.1,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0565832/2022,EPI_ISL_11530596,3/17/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-LC0565831/2022,EPI_ISL_11530614,3/17/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-LC0565830/2022,EPI_ISL_11530635,3/17/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-PHL18642/2022,EPI_ISL_11532665,2/24/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18643/2022,EPI_ISL_11532666,2/25/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18645/2022,EPI_ISL_11532667,2/27/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18646/2022,EPI_ISL_11532668,2/27/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL18652/2022,EPI_ISL_11532669,3/1/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18654/2022,EPI_ISL_11532670,3/1/2022,BA.2,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18655/2022,EPI_ISL_11532671,3/1/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18657/2022,EPI_ISL_11532672,3/1/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18658/2022,EPI_ISL_11532673,3/1/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18659/2022,EPI_ISL_11532674,3/2/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18661/2022,EPI_ISL_11532675,3/2/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18662/2022,EPI_ISL_11532676,3/2/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18663/2022,EPI_ISL_11532677,3/2/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18664/2022,EPI_ISL_11532678,2/27/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18665/2022,EPI_ISL_11532679,2/28/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18666/2022,EPI_ISL_11532680,2/28/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL18668/2022,EPI_ISL_11532681,2/26/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
